sep=,
"","Reaction Mix","Target","Sample/NTC/Control","Type","Concentration (copies/µL)","CI (95%)","Partitions (valid)","Partitions (positive)","Partitions (negative)","Threshold"
"G5","unc cdh","cdh snp","spl epb05","Sample","1.6","109.3%","8267","4","8263","-"
"G5","unc cdh","cdh wt","spl epb05","Sample","0.0","-","8269","0","8269","-"
"G5","unc cdh","unc snp","spl epb05","Sample","4.4","61.7%","8268","11","8257","-"
"G5","unc cdh","unc wt","spl epb05","Sample","2.0","95.9%","8268","5","8263","-"
"G6","unc cdh","cdh snp","spl epb06","Sample","3.7","68.8%","8063","9","8054","-"
"G6","unc cdh","cdh wt","spl epb06","Sample","0.0","-","8068","0","8068","-"
"G6","unc cdh","unc snp","spl epb06","Sample","1.6","109.2%","8068","4","8064","-"
"G6","unc cdh","unc wt","spl epb06","Sample","0.407","274.6%","8064","1","8063","-"
"G7","unc cdh","cdh snp","spl unc01","Sample","0.0","-","8251","0","8251","-"
"G7","unc cdh","cdh wt","spl unc01","Sample","0.0","-","8251","0","8251","-"
"G7","unc cdh","unc snp","spl unc01","Sample","4.0","64.9%","8251","10","8241","-"
"G7","unc cdh","unc wt","spl unc01","Sample","3.6","68.7%","8251","9","8242","-"
"G8","unc cdh","cdh snp","spl unc02","Sample","1.2","130.1%","8206","3","8203","-"
"G8","unc cdh","cdh wt","spl unc02","Sample","0.0","-","8225","0","8225","-"
"G8","unc cdh","unc snp","spl unc02","Sample","7.1","47.4%","8231","18","8213","-"
"G8","unc cdh","unc wt","spl unc02","Sample","10.3","39.2%","8232","26","8206","-"
"G9","unc cdh","cdh snp","spl unc03","Sample","1.6","109%","8248","4","8244","-"
"G9","unc cdh","cdh wt","spl unc03","Sample","0.391","274.2%","8248","1","8247","-"
"G9","unc cdh","unc snp","spl unc03","Sample","9.4","40.7%","8223","24","8199","-"
"G9","unc cdh","unc wt","spl unc03","Sample","8.2","43.7%","8245","21","8224","-"
"G10","unc cdh","cdh snp","spl unc04","Sample","0.789","168.8%","8233","2","8231","-"
"G10","unc cdh","cdh wt","spl unc04","Sample","0.0","-","8244","0","8244","-"
"G10","unc cdh","unc snp","spl unc04","Sample","9.1","41.7%","8241","23","8218","-"
"G10","unc cdh","unc wt","spl unc04","Sample","14.6","32.6%","8244","37","8207","-"
"G11","unc cdh","cdh snp","spl unc05","Sample","0.393","274.1%","8229","1","8228","-"
"G11","unc cdh","cdh wt","spl unc05","Sample","0.0","-","8230","0","8230","-"
"G11","unc cdh","unc snp","spl unc05","Sample","6.7","48.8%","8228","17","8211","-"
"G11","unc cdh","unc wt","spl unc05","Sample","7.1","47.3%","8227","18","8209","-"
"G12","unc cdh","cdh snp","spl unc06","Sample","2.7","79%","8244","7","8237","-"
"G12","unc cdh","cdh wt","spl unc06","Sample","0.0","-","8244","0","8244","-"
"G12","unc cdh","unc snp","spl unc06","Sample","12.0","35.7%","8243","31","8212","-"
"G12","unc cdh","unc wt","spl unc06","Sample","18.5","28.5%","8244","48","8196","-"
"H1","unc cdh","cdh snp","spl epb01","Sample","3.4","68.6%","8223","9","8214","-"
"H1","unc cdh","cdh wt","spl epb01","Sample","0.744","168.4%","8229","2","8227","-"
"H1","unc cdh","unc snp","spl epb01","Sample","14.2","32.1%","8227","38","8189","-"
"H1","unc cdh","unc wt","spl epb01","Sample","16.4","29.8%","8216","44","8172","-"
"H2","unc cdh","cdh snp","spl epb02","Sample","3.0","73.4%","8218","8","8210","-"
"H2","unc cdh","cdh wt","spl epb02","Sample","0.750","168.8%","8218","2","8216","-"
"H2","unc cdh","unc snp","spl epb02","Sample","12.0","35.2%","8216","32","8184","-"
"H2","unc cdh","unc wt","spl epb02","Sample","16.6","29.9%","8216","44","8172","-"
"H3","unc cdh","cdh snp","spl epb03","Sample","1.9","95.7%","8205","5","8200","-"
"H3","unc cdh","cdh wt","spl epb03","Sample","0.381","274.5%","8235","1","8234","-"
"H3","unc cdh","unc snp","spl epb03","Sample","10.7","37.7%","8224","28","8196","-"
"H3","unc cdh","unc wt","spl epb03","Sample","16.5","30.2%","8220","43","8177","-"
"H4","unc cdh","cdh snp","spl epb04","Sample","3.8","64.9%","8243","10","8233","-"
"H4","unc cdh","cdh wt","spl epb04","Sample","1.5","109.2%","8243","4","8239","-"
"H4","unc cdh","unc snp","spl epb04","Sample","11.8","35.7%","8182","31","8151","-"
"H4","unc cdh","unc wt","spl epb04","Sample","20.7","26.9%","8153","54","8099","-"
"H5","unc cdh","cdh snp","spl epb05","Sample","2.7","79.1%","8226","7","8219","-"
"H5","unc cdh","cdh wt","spl epb05","Sample","0.380","274.7%","8231","1","8230","-"
"H5","unc cdh","unc snp","spl epb05","Sample","5.7","52.2%","8228","15","8213","-"
"H5","unc cdh","unc wt","spl epb05","Sample","9.5","40%","8225","25","8200","-"
"H6","unc cdh","cdh snp","spl epb06","Sample","7.3","46%","8236","19","8217","-"
"H6","unc cdh","cdh wt","spl epb06","Sample","0.381","274%","8236","1","8235","-"
"H6","unc cdh","unc snp","spl epb06","Sample","17.2","29.4%","8236","45","8191","-"
"H6","unc cdh","unc wt","spl epb06","Sample","13.0","34%","8231","34","8197","-"
"H7","unc cdh","cdh snp","spl unc01","Sample","0.382","274%","8226","1","8225","-"
"H7","unc cdh","cdh wt","spl unc01","Sample","0.0","-","8226","0","8226","-"
"H7","unc cdh","unc snp","spl unc01","Sample","10.7","37.6%","8219","28","8191","-"
"H7","unc cdh","unc wt","spl unc01","Sample","17.2","29.4%","8218","45","8173","-"
"H8","unc cdh","cdh snp","spl unc02","Sample","1.1","130.1%","8229","3","8226","-"
"H8","unc cdh","cdh wt","spl unc02","Sample","0.379","274.7%","8229","1","8228","-"
"H8","unc cdh","unc snp","spl unc02","Sample","6.4","48.9%","8229","17","8212","-"
"H8","unc cdh","unc wt","spl unc02","Sample","11.4","36.4%","8225","30","8195","-"
"H9","unc cdh","cdh snp","spl unc03","Sample","0.378","274.7%","8221","1","8220","-"
"H9","unc cdh","cdh wt","spl unc03","Sample","0.378","274.7%","8223","1","8222","-"
"H9","unc cdh","unc snp","spl unc03","Sample","6.4","48.9%","8222","17","8205","-"
"H9","unc cdh","unc wt","spl unc03","Sample","23.6","25.1%","8207","62","8145","-"
"H10","unc cdh","cdh snp","spl unc04","Sample","0.0","-","8163","0","8163","-"
"H10","unc cdh","cdh wt","spl unc04","Sample","0.0","-","8181","0","8181","-"
"H10","unc cdh","unc snp","spl unc04","Sample","0.0","-","8196","0","8196","-"
"H10","unc cdh","unc wt","spl unc04","Sample","0.385","274.3%","8194","1","8193","-"
"H11","unc cdh","cdh snp","spl unc05","Sample","1.2","130%","8202","3","8199","-"
"H11","unc cdh","cdh wt","spl unc05","Sample","0.386","274.4%","8202","1","8201","-"
"H11","unc cdh","unc snp","spl unc05","Sample","24.4","24.8%","8200","63","8137","-"
"H11","unc cdh","unc wt","spl unc05","Sample","31.4","21.9%","8193","81","8112","-"
"H12","unc cdh","cdh snp","spl unc06","Sample","1.5","130%","6186","3","6183","-"
"H12","unc cdh","cdh wt","spl unc06","Sample","0.0","-","6191","0","6191","-"
"H12","unc cdh","unc snp","spl unc06","Sample","10.0","44.8%","6190","20","6170","-"
"H12","unc cdh","unc wt","spl unc06","Sample","15.5","35.7%","6192","31","6161","-"
