sep=,
"","Reaction Mix","Target","Sample/NTC/Control","Type","Concentration (copies/µL)","CI (95%)","Partitions (valid)","Partitions (positive)","Partitions (negative)","Threshold"
"G6","slccdh","slc snp","lun epb06","Sample","92.9","12.9%","8248","230","8018","-"
"G6","slccdh","slc wt","lun epb06","Sample","86.8","13.3%","8244","215","8029","-"
"G7","slccdh","cdh snp","lun unc03","Sample","40.4","19.6%","8256","100","8156","-"
"G7","slccdh","cdh wt","lun unc03","Sample","3.2","73.3%","8258","8","8250","-"
"G7","slccdh","slc snp","lun unc03","Sample","108.4","11.9%","8258","266","7992","-"
"G7","slccdh","slc wt","lun unc03","Sample","117.6","11.5%","8252","288","7964","-"
"G8","slccdh","cdh snp","lun unc04","Sample","19.0","28.6%","8240","48","8192","-"
"G8","slccdh","cdh wt","lun unc04","Sample","0.0","-","8259","0","8259","-"
"G8","slccdh","slc snp","lun unc04","Sample","63.1","15.5%","8264","159","8105","-"
"G8","slccdh","slc wt","lun unc04","Sample","66.8","15.1%","8257","168","8089","-"
"G9","slccdh","cdh snp","lun unc05","Sample","10.2","39.1%","8255","26","8229","-"
"G9","slccdh","cdh wt","lun unc05","Sample","0.781","168.5%","8260","2","8258","-"
"G9","slccdh","slc snp","lun unc05","Sample","87.4","13.1%","8260","221","8039","-"
"G9","slccdh","slc wt","lun unc05","Sample","89.8","12.9%","8260","227","8033","-"
"G10","slccdh","cdh snp","lun unc06","Sample","22.1","26.4%","8247","56","8191","-"
"G10","slccdh","cdh wt","lun unc06","Sample","1.2","130.1%","8259","3","8256","-"
"G10","slccdh","slc snp","lun unc06","Sample","99.8","12.3%","8264","250","8014","-"
"G10","slccdh","slc wt","lun unc06","Sample","114.4","11.5%","8263","286","7977","-"
"G11","slccdh","cdh snp","lun unc07","Sample","11.8","36.3%","8250","30","8220","-"
"G11","slccdh","cdh wt","lun unc07","Sample","1.2","129.9%","8251","3","8248","-"
"G11","slccdh","slc snp","lun unc07","Sample","53.0","16.9%","8251","134","8117","-"
"G11","slccdh","slc wt","lun unc07","Sample","57.8","16.2%","8248","146","8102","-"
"G12","slccdh","cdh snp","lun unc10","Sample","19.7","27.7%","8242","51","8191","-"
"G12","slccdh","cdh wt","lun unc10","Sample","1.5","109.1%","8245","4","8241","-"
"G12","slccdh","slc snp","lun unc10","Sample","95.8","12.5%","8245","245","8000","-"
"G12","slccdh","slc wt","lun unc10","Sample","104.1","11.9%","8244","266","7978","-"
"H1","slccdh","cdh snp","lun epb01","Sample","4.8","56.2%","8251","13","8238","-"
"H1","slccdh","cdh wt","lun epb01","Sample","0.371","274%","8254","1","8253","-"
"H1","slccdh","slc snp","lun epb01","Sample","47.8","17.3%","8255","128","8127","-"
"H1","slccdh","slc wt","lun epb01","Sample","34.0","20.6%","8245","91","8154","-"
"H2","slccdh","cdh snp","lun epb02","Sample","16.5","30.2%","8036","43","7993","-"
"H2","slccdh","cdh wt","lun epb02","Sample","0.384","274.7%","8037","1","8036","-"
"H2","slccdh","slc snp","lun epb02","Sample","92.3","12.7%","8037","237","7800","-"
"H2","slccdh","slc wt","lun epb02","Sample","85.7","13.2%","8026","220","7806","-"
"H3","slccdh","cdh snp","lun epb03","Sample","29.6","22.4%","8210","77","8133","-"
"H3","slccdh","cdh wt","lun epb03","Sample","2.3","86.2%","8224","6","8218","-"
"H3","slccdh","slc snp","lun epb03","Sample","140.1","10.2%","8228","359","7869","-"
"H3","slccdh","slc wt","lun epb03","Sample","155.4","9.7%","8224","397","7827","-"
"H4","slccdh","cdh snp","lun epb04","Sample","14.5","32.6%","7974","37","7937","-"
"H4","slccdh","cdh wt","lun epb04","Sample","2.0","95.7%","7976","5","7971","-"
"H4","slccdh","slc snp","lun epb04","Sample","87.6","13.1%","7975","221","7754","-"
"H4","slccdh","slc wt","lun epb04","Sample","87.7","13.1%","7965","221","7744","-"
"H5","slccdh","cdh snp","lun epb05","Sample","17.2","29.5%","8225","45","8180","-"
"H5","slccdh","cdh wt","lun epb05","Sample","1.5","109.2%","8224","4","8220","-"
"H5","slccdh","slc snp","lun epb05","Sample","156.8","9.7%","8225","402","7823","-"
"H5","slccdh","slc wt","lun epb05","Sample","161.7","9.5%","8219","414","7805","-"
"H6","slccdh","cdh snp","lun epb06","Sample","18.6","28.5%","8111","48","8063","-"
"H6","slccdh","cdh wt","lun epb06","Sample","2.7","78.9%","8112","7","8105","-"
"H6","slccdh","slc snp","lun epb06","Sample","101.9","12.1%","8112","259","7853","-"
"H6","slccdh","slc wt","lun epb06","Sample","108.5","11.7%","8100","275","7825","-"
"H7","slccdh","cdh snp","lun unc03","Sample","38.7","19.5%","8241","101","8140","-"
"H7","slccdh","cdh wt","lun unc03","Sample","1.5","109%","8240","4","8236","-"
"H7","slccdh","slc snp","lun unc03","Sample","86.5","13%","8241","224","8017","-"
"H7","slccdh","slc wt","lun unc03","Sample","97.7","12.3%","8229","252","7977","-"
"H8","slccdh","cdh snp","lun unc04","Sample","23.9","24.9%","8232","63","8169","-"
"H8","slccdh","cdh wt","lun unc04","Sample","1.5","109.2%","8236","4","8232","-"
"H8","slccdh","slc snp","lun unc04","Sample","64.3","15.1%","8234","168","8066","-"
"H8","slccdh","slc wt","lun unc04","Sample","76.7","13.8%","8231","200","8031","-"
"H9","slccdh","cdh snp","lun unc05","Sample","17.0","29.5%","8236","45","8191","-"
"H9","slccdh","cdh wt","lun unc05","Sample","1.5","109.2%","8240","4","8236","-"
"H9","slccdh","slc snp","lun unc05","Sample","94.1","12.4%","8240","246","7994","-"
"H9","slccdh","slc wt","lun unc05","Sample","102.7","11.9%","8236","268","7968","-"
"H10","slccdh","cdh snp","lun unc06","Sample","23.5","25.2%","8197","61","8136","-"
"H10","slccdh","cdh wt","lun unc06","Sample","1.5","109.1%","8221","4","8217","-"
"H10","slccdh","slc snp","lun unc06","Sample","96.8","12.3%","8234","249","7985","-"
"H10","slccdh","slc wt","lun unc06","Sample","116.6","11.2%","8231","299","7932","-"
"H11","slccdh","cdh snp","lun unc07","Sample","11.2","37%","8234","29","8205","-"
"H11","slccdh","cdh wt","lun unc07","Sample","3.1","73.3%","8234","8","8226","-"
"H11","slccdh","slc snp","lun unc07","Sample","48.4","17.5%","8234","125","8109","-"
"H11","slccdh","slc wt","lun unc07","Sample","41.8","18.9%","8230","108","8122","-"
"H12","slccdh","cdh snp","lun unc10","Sample","16.2","30.2%","8213","43","8170","-"
"H12","slccdh","cdh wt","lun unc10","Sample","3.4","68.7%","8221","9","8212","-"
"H12","slccdh","slc snp","lun unc10","Sample","102.2","11.9%","8221","267","7954","-"
"H12","slccdh","slc wt","lun unc10","Sample","75.5","13.9%","8218","198","8020","-"
