sep=,
"","Reaction Mix","Target","Sample/NTC/Control","Type","Concentration (copies/µL)","CI (95%)","Partitions (valid)","Partitions (positive)","Partitions (negative)","Threshold"
"G2","uncsgpl","unc snp","lun epb02","Sample","7.0","47.5%","8257","18","8239","-"
"G2","uncsgpl","unc wt","lun epb02","Sample","10.1","39.2%","8257","26","8231","-"
"G2","uncsgpl","vsir snp","lun epb02","Sample","53.8","16.8%","8242","137","8105","-"
"G2","uncsgpl","vsir wt","lun epb02","Sample","73.2","14.3%","8257","186","8071","-"
"G3","uncsgpl","unc snp","lun epb03","Sample","13.7","33.5%","8254","35","8219","-"
"G3","uncsgpl","unc wt","lun epb03","Sample","24.0","25.2%","8248","61","8187","-"
"G3","uncsgpl","vsir snp","lun epb03","Sample","83.4","13.4%","8253","210","8043","-"
"G3","uncsgpl","vsir wt","lun epb03","Sample","123.5","11%","8254","309","7945","-"
"G4","uncsgpl","unc snp","lun epb04","Sample","10.2","39.1%","8267","26","8241","-"
"G4","uncsgpl","unc wt","lun epb04","Sample","17.3","29.8%","8267","44","8223","-"
"G4","uncsgpl","vsir snp","lun epb04","Sample","70.5","14.6%","8257","178","8079","-"
"G4","uncsgpl","vsir wt","lun epb04","Sample","108.3","11.8%","8267","272","7995","-"
"G5","uncsgpl","unc snp","lun epb05","Sample","12.3","35.8%","8247","31","8216","-"
"G5","uncsgpl","unc wt","lun epb05","Sample","18.3","29.2%","8247","46","8201","-"
"G5","uncsgpl","vsir snp","lun epb05","Sample","87.7","13.2%","8247","218","8029","-"
"G5","uncsgpl","vsir wt","lun epb05","Sample","124.2","11.1%","8247","307","7940","-"
"G6","uncsgpl","unc snp","lun epb06","Sample","8.8","42.7%","8265","22","8243","-"
"G6","uncsgpl","unc wt","lun epb06","Sample","17.5","29.9%","8263","44","8219","-"
"G6","uncsgpl","vsir snp","lun epb06","Sample","48.9","17.8%","8263","122","8141","-"
"G6","uncsgpl","vsir wt","lun epb06","Sample","71.9","14.6%","8265","179","8086","-"
"G7","uncsgpl","unc snp","lun unc03","Sample","10.8","38.4%","8265","27","8238","-"
"G7","uncsgpl","unc wt","lun unc03","Sample","24.1","25.5%","8262","60","8202","-"
"G7","uncsgpl","vsir snp","lun unc03","Sample","70.5","14.8%","8264","174","8090","-"
"G7","uncsgpl","vsir wt","lun unc03","Sample","99.6","12.5%","8265","245","8020","-"
"G8","uncsgpl","unc snp","lun unc04","Sample","5.5","54.2%","8256","14","8242","-"
"G8","uncsgpl","unc wt","lun unc04","Sample","11.4","37%","8256","29","8227","-"
"G8","uncsgpl","vsir snp","lun unc04","Sample","32.6","21.7%","8213","82","8131","-"
"G8","uncsgpl","vsir wt","lun unc04","Sample","62.8","15.6%","8256","158","8098","-"
"G9","uncsgpl","unc snp","lun unc05","Sample","6.3","50.4%","8252","16","8236","-"
"G9","uncsgpl","unc wt","lun unc05","Sample","10.2","39.1%","8247","26","8221","-"
"G9","uncsgpl","vsir snp","lun unc05","Sample","61.1","15.7%","8250","155","8095","-"
"G9","uncsgpl","vsir wt","lun unc05","Sample","74.7","14.2%","8252","189","8063","-"
"G10","uncsgpl","unc snp","lun unc06","Sample","8.7","42.7%","8258","22","8236","-"
"G10","uncsgpl","unc wt","lun unc06","Sample","15.4","31.8%","8258","39","8219","-"
"G10","uncsgpl","vsir snp","lun unc06","Sample","66.5","15.1%","8239","167","8072","-"
"G10","uncsgpl","vsir wt","lun unc06","Sample","91.7","12.9%","8258","230","8028","-"
"G11","uncsgpl","unc snp","lun unc07","Sample","3.1","73.2%","8282","8","8274","-"
"G11","uncsgpl","unc wt","lun unc07","Sample","7.4","46%","8281","19","8262","-"
"G11","uncsgpl","vsir snp","lun unc07","Sample","27.9","23.3%","8281","71","8210","-"
"G11","uncsgpl","vsir wt","lun unc07","Sample","43.3","18.7%","8282","110","8172","-"
"G12","uncsgpl","unc snp","lun unc10","Sample","11.6","36.3%","8239","30","8209","-"
"G12","uncsgpl","unc wt","lun unc10","Sample","20.1","27.4%","8237","52","8185","-"
"G12","uncsgpl","vsir snp","lun unc10","Sample","55.6","16.4%","8239","143","8096","-"
"G12","uncsgpl","vsir wt","lun unc10","Sample","76.5","13.9%","8239","196","8043","-"
"H1","uncsgpl","unc snp","lun epb01","Sample","16.4","29.8%","8230","44","8186","-"
"H1","uncsgpl","unc wt","lun epb01","Sample","15.7","30.5%","8230","42","8188","-"
"H1","uncsgpl","vsir snp","lun epb01","Sample","22.8","25.2%","8228","61","8167","-"
"H1","uncsgpl","vsir wt","lun epb01","Sample","37.4","19.6%","8230","100","8130","-"
"H2","uncsgpl","unc snp","lun epb02","Sample","10.9","37%","8245","29","8216","-"
"H2","uncsgpl","unc wt","lun epb02","Sample","21.4","26.2%","8243","57","8186","-"
"H2","uncsgpl","vsir snp","lun epb02","Sample","48.2","17.3%","8245","128","8117","-"
"H2","uncsgpl","vsir wt","lun epb02","Sample","52.0","16.7%","8245","138","8107","-"
"H3","uncsgpl","unc snp","lun epb03","Sample","19.9","27.4%","8231","52","8179","-"
"H3","uncsgpl","unc wt","lun epb03","Sample","22.6","25.7%","8231","59","8172","-"
"H3","uncsgpl","vsir snp","lun epb03","Sample","82.0","13.4%","8187","211","7976","-"
"H3","uncsgpl","vsir wt","lun epb03","Sample","111.4","11.5%","8231","287","7944","-"
"H4","uncsgpl","unc snp","lun epb04","Sample","12.1","35.1%","8236","32","8204","-"
"H4","uncsgpl","unc wt","lun epb04","Sample","20.1","27.1%","8235","53","8182","-"
"H4","uncsgpl","vsir snp","lun epb04","Sample","72.0","14.3%","8235","188","8047","-"
"H4","uncsgpl","vsir wt","lun epb04","Sample","102.3","11.9%","8236","266","7970","-"
"H5","uncsgpl","unc snp","lun epb05","Sample","12.2","35.2%","8242","32","8210","-"
"H5","uncsgpl","unc wt","lun epb05","Sample","27.5","23.2%","8242","72","8170","-"
"H5","uncsgpl","vsir snp","lun epb05","Sample","88.5","12.9%","8242","230","8012","-"
"H5","uncsgpl","vsir wt","lun epb05","Sample","123.9","10.9%","8242","320","7922","-"
"H6","uncsgpl","unc snp","lun epb06","Sample","17.5","29.1%","8257","46","8211","-"
"H6","uncsgpl","unc wt","lun epb06","Sample","22.5","25.6%","8257","59","8198","-"
"H6","uncsgpl","vsir snp","lun epb06","Sample","59.9","15.6%","8256","156","8100","-"
"H6","uncsgpl","vsir wt","lun epb06","Sample","71.9","14.3%","8257","187","8070","-"
"H7","uncsgpl","unc snp","lun unc03","Sample","17.6","29.1%","8239","46","8193","-"
"H7","uncsgpl","unc wt","lun unc03","Sample","21.0","26.6%","8238","55","8183","-"
"H7","uncsgpl","vsir snp","lun unc03","Sample","69.4","14.5%","8239","180","8059","-"
"H7","uncsgpl","vsir wt","lun unc03","Sample","101.5","12%","8239","262","7977","-"
"H8","uncsgpl","unc snp","lun unc04","Sample","7.9","43.8%","8252","21","8231","-"
"H8","uncsgpl","unc wt","lun unc04","Sample","16.3","30.2%","8251","43","8208","-"
"H8","uncsgpl","vsir snp","lun unc04","Sample","43.4","18.4%","8252","114","8138","-"
"H8","uncsgpl","vsir wt","lun unc04","Sample","68.0","14.7%","8252","178","8074","-"
"H9","uncsgpl","unc snp","lun unc05","Sample","7.5","44.9%","8257","20","8237","-"
"H9","uncsgpl","unc wt","lun unc05","Sample","8.3","42.7%","8257","22","8235","-"
"H9","uncsgpl","vsir snp","lun unc05","Sample","57.3","15.9%","8257","151","8106","-"
"H9","uncsgpl","vsir wt","lun unc05","Sample","76.2","13.8%","8257","200","8057","-"
"H10","uncsgpl","unc snp","lun unc06","Sample","12.6","34.6%","8248","33","8215","-"
"H10","uncsgpl","unc wt","lun unc06","Sample","14.6","32.1%","8247","38","8209","-"
"H10","uncsgpl","vsir snp","lun unc06","Sample","74.2","14.1%","8209","191","8018","-"
"H10","uncsgpl","vsir wt","lun unc06","Sample","101.7","12%","8248","262","7986","-"
"H11","uncsgpl","unc snp","lun unc07","Sample","10.0","39.1%","8231","26","8205","-"
"H11","uncsgpl","unc wt","lun unc07","Sample","10.8","37.6%","8231","28","8203","-"
"H11","uncsgpl","vsir snp","lun unc07","Sample","31.3","21.9%","8224","81","8143","-"
"H11","uncsgpl","vsir wt","lun unc07","Sample","43.0","18.6%","8231","111","8120","-"
"H12","uncsgpl","unc snp","lun unc10","Sample","14.3","32.2%","8236","38","8198","-"
"H12","uncsgpl","unc wt","lun unc10","Sample","15.4","30.9%","8236","41","8195","-"
"H12","uncsgpl","vsir snp","lun unc10","Sample","51.2","16.9%","8232","135","8097","-"
"H12","uncsgpl","vsir wt","lun unc10","Sample","71.5","14.2%","8236","188","8048","-"
