sep=,
"","Reaction Mix","Target","Sample/NTC/Control","Type","Concentration (copies/µL)","CI (95%)","Partitions (valid)","Partitions (positive)","Partitions (negative)","Threshold"
"F11","psapsgpl","psap snp","tes unc09","Sample","2295.2","2.8%","6795","3434","3361","-"
"F11","psapsgpl","psap wt","tes unc09","Sample","1670.8","4%","4604","1846","2758","-"
"F11","psapsgpl","sgpl snp","tes unc09","Sample","129.6","11%","8109","316","7793","-"
"F11","psapsgpl","sgpl wt","tes unc09","Sample","180.6","9.3%","8109","437","7672","-"
"F12","psapsgpl","psap snp","ntc","Sample","0.388","274.4%","8222","1","8221","-"
"F12","psapsgpl","psap wt","ntc","Sample","0.775","168.6%","8222","2","8220","-"
"F12","psapsgpl","sgpl snp","ntc","Sample","0.388","274.4%","8223","1","8222","-"
"F12","psapsgpl","sgpl wt","ntc","Sample","0.0","-","8223","0","8223","-"
"G1","psapsgpl","psap snp","kid epb01","Sample","44.9","18.1%","8236","117","8119","-"
"G1","psapsgpl","psap wt","kid epb01","Sample","38.7","19.5%","8237","101","8136","-"
"G1","psapsgpl","sgpl snp","kid epb01","Sample","1.9","95.5%","8235","5","8230","-"
"G1","psapsgpl","sgpl wt","kid epb01","Sample","2.3","86%","8237","6","8231","-"
"G2","psapsgpl","psap snp","kid epb02","Sample","116.0","11.4%","8175","290","7885","-"
"G2","psapsgpl","psap wt","kid epb02","Sample","94.9","12.7%","8176","238","7938","-"
"G2","psapsgpl","sgpl snp","kid epb02","Sample","7.1","47.5%","8142","18","8124","-"
"G2","psapsgpl","sgpl wt","kid epb02","Sample","5.9","52.3%","8165","15","8150","-"
"G3","psapsgpl","psap snp","kid epb03","Sample","158.8","9.7%","8250","395","7855","-"
"G3","psapsgpl","psap wt","kid epb03","Sample","136.2","10.5%","8250","340","7910","-"
"G3","psapsgpl","sgpl snp","kid epb03","Sample","10.2","39.1%","8249","26","8223","-"
"G3","psapsgpl","sgpl wt","kid epb03","Sample","6.3","50.3%","8250","16","8234","-"
"G4","psapsgpl","psap snp","kid epb05","Sample","202.4","8.6%","8248","500","7748","-"
"G4","psapsgpl","psap wt","kid epb05","Sample","100.4","12.3%","8248","252","7996","-"
"G4","psapsgpl","sgpl snp","kid epb05","Sample","9.4","40.7%","8237","24","8213","-"
"G4","psapsgpl","sgpl wt","kid epb05","Sample","6.7","48.8%","8247","17","8230","-"
"G5","psapsgpl","psap snp","kid epb06","Sample","80.3","13.9%","8209","199","8010","-"
"G5","psapsgpl","psap wt","kid epb06","Sample","62.4","15.7%","8209","155","8054","-"
"G5","psapsgpl","sgpl snp","kid epb06","Sample","4.8","58.9%","8207","12","8195","-"
"G5","psapsgpl","sgpl wt","kid epb06","Sample","4.0","65%","8209","10","8199","-"
"G6","psapsgpl","psap snp","kid unc01","Sample","261.5","7.7%","8249","631","7618","-"
"G6","psapsgpl","psap wt","kid unc01","Sample","180.5","9.2%","8250","441","7809","-"
"G6","psapsgpl","sgpl snp","kid unc01","Sample","9.6","40.8%","8249","24","8225","-"
"G6","psapsgpl","sgpl wt","kid unc01","Sample","14.4","33.1%","8250","36","8214","-"
"G7","psapsgpl","psap snp","kid unc02","Sample","29.1","23.2%","8238","72","8166","-"
"G7","psapsgpl","psap wt","kid unc02","Sample","22.2","26.6%","8231","55","8176","-"
"G7","psapsgpl","sgpl snp","kid unc02","Sample","2.4","86.2%","8235","6","8229","-"
"G7","psapsgpl","sgpl wt","kid unc02","Sample","0.804","168.6%","8240","2","8238","-"
"G8","psapsgpl","psap snp","kid unc03","Sample","154.6","9.9%","8195","381","7814","-"
"G8","psapsgpl","psap wt","kid unc03","Sample","92.1","12.9%","8195","229","7966","-"
"G8","psapsgpl","sgpl snp","kid unc03","Sample","7.6","46.1%","8167","19","8148","-"
"G8","psapsgpl","sgpl wt","kid unc03","Sample","8.3","43.8%","8183","21","8162","-"
"G9","psapsgpl","psap snp","kid unc04","Sample","47.0","18%","8221","119","8102","-"
"G9","psapsgpl","psap wt","kid unc04","Sample","20.8","27.1%","8223","53","8170","-"
"G9","psapsgpl","sgpl snp","kid unc04","Sample","3.1","73.3%","8222","8","8214","-"
"G9","psapsgpl","sgpl wt","kid unc04","Sample","4.7","58.7%","8223","12","8211","-"
"G10","psapsgpl","psap snp","kid unc05","Sample","56.5","16.5%","8232","142","8090","-"
"G10","psapsgpl","psap wt","kid unc05","Sample","31.3","22.2%","8228","79","8149","-"
"G10","psapsgpl","sgpl snp","kid unc05","Sample","2.4","86.3%","8216","6","8210","-"
"G10","psapsgpl","sgpl wt","kid unc05","Sample","2.8","79.1%","8228","7","8221","-"
"G11","psapsgpl","psap snp","kid unc06","Sample","139.0","10.5%","8109","341","7768","-"
"G11","psapsgpl","psap wt","kid unc06","Sample","71.8","14.6%","8107","178","7929","-"
"G11","psapsgpl","sgpl snp","kid unc06","Sample","9.6","40.7%","8103","24","8079","-"
"G11","psapsgpl","sgpl wt","kid unc06","Sample","5.2","56.2%","8109","13","8096","-"
"G12","psapsgpl","psap snp","kid unc07","Sample","1081.0","5.3%","3982","1149","2833","-"
"G12","psapsgpl","psap wt","kid unc07","Sample","579.7","7.8%","3440","574","2866","-"
"G12","psapsgpl","sgpl snp","kid unc07","Sample","17.8","29.2%","8217","46","8171","-"
"G12","psapsgpl","sgpl wt","kid unc07","Sample","11.2","37%","8224","29","8195","-"
"H1","psapsgpl","psap snp","kid epb01","Sample","63.8","15%","8243","170","8073","-"
"H1","psapsgpl","psap wt","kid epb01","Sample","66.1","14.7%","8242","176","8066","-"
"H1","psapsgpl","sgpl snp","kid epb01","Sample","4.1","61.5%","8232","11","8221","-"
"H1","psapsgpl","sgpl wt","kid epb01","Sample","4.8","56.2%","8240","13","8227","-"
"H2","psapsgpl","psap snp","kid epb02","Sample","132.9","10.4%","8247","348","7899","-"
"H2","psapsgpl","psap wt","kid epb02","Sample","111.2","11.4%","8247","292","7955","-"
"H2","psapsgpl","sgpl snp","kid epb02","Sample","4.1","61.7%","8247","11","8236","-"
"H2","psapsgpl","sgpl wt","kid epb02","Sample","6.7","47.4%","8247","18","8229","-"
"H3","psapsgpl","psap snp","kid epb03","Sample","195.6","8.7%","8182","494","7688","-"
"H3","psapsgpl","psap wt","kid epb03","Sample","156.2","9.7%","8182","397","7785","-"
"H3","psapsgpl","sgpl snp","kid epb03","Sample","6.6","48.9%","8122","17","8105","-"
"H3","psapsgpl","sgpl wt","kid epb03","Sample","10.0","39.1%","8171","26","8145","-"
"H4","psapsgpl","psap snp","kid epb05","Sample","260.6","7.5%","8229","660","7569","-"
"H4","psapsgpl","psap wt","kid epb05","Sample","251.2","7.6%","8229","637","7592","-"
"H4","psapsgpl","sgpl snp","kid epb05","Sample","9.1","40.8%","8227","24","8203","-"
"H4","psapsgpl","sgpl wt","kid epb05","Sample","8.0","43.7%","8229","21","8208","-"
"H5","psapsgpl","psap snp","kid epb06","Sample","88.5","13.3%","7777","217","7560","-"
"H5","psapsgpl","psap wt","kid epb06","Sample","77.8","14.1%","7777","191","7586","-"
"H5","psapsgpl","sgpl snp","kid epb06","Sample","6.8","48.9%","7774","17","7757","-"
"H5","psapsgpl","sgpl wt","kid epb06","Sample","6.4","50.5%","7777","16","7761","-"
"H6","psapsgpl","psap snp","kid unc01","Sample","271.2","7.5%","7904","654","7250","-"
"H6","psapsgpl","psap wt","kid unc01","Sample","177.9","9.1%","8188","451","7737","-"
"H6","psapsgpl","sgpl snp","kid unc01","Sample","14.2","32.6%","8190","37","8153","-"
"H6","psapsgpl","sgpl wt","kid unc01","Sample","17.3","29.4%","8188","45","8143","-"
"H7","psapsgpl","psap snp","kid unc02","Sample","22.2","25.9%","8237","58","8179","-"
"H7","psapsgpl","psap wt","kid unc02","Sample","21.0","26.6%","8238","55","8183","-"
"H7","psapsgpl","sgpl snp","kid unc02","Sample","1.5","109%","8240","4","8236","-"
"H7","psapsgpl","sgpl wt","kid unc02","Sample","3.1","73.2%","8240","8","8232","-"
"H8","psapsgpl","psap snp","kid unc03","Sample","172.8","9.2%","8197","442","7755","-"
"H8","psapsgpl","psap wt","kid unc03","Sample","116.6","11.2%","8198","301","7897","-"
"H8","psapsgpl","sgpl snp","kid unc03","Sample","9.1","40.8%","8197","24","8173","-"
"H8","psapsgpl","sgpl wt","kid unc03","Sample","8.0","43.8%","8197","21","8176","-"
"H9","psapsgpl","psap snp","kid unc04","Sample","51.6","16.9%","8189","135","8054","-"
"H9","psapsgpl","psap wt","kid unc04","Sample","44.3","18.2%","8189","116","8073","-"
"H9","psapsgpl","sgpl snp","kid unc04","Sample","6.5","48.9%","8183","17","8166","-"
"H9","psapsgpl","sgpl wt","kid unc04","Sample","3.8","64.9%","8188","10","8178","-"
"H10","psapsgpl","psap snp","kid unc05","Sample","82.7","13.4%","8187","212","7975","-"
"H10","psapsgpl","psap wt","kid unc05","Sample","88.2","13%","8187","226","7961","-"
"H10","psapsgpl","sgpl snp","kid unc05","Sample","12.8","34.6%","8125","33","8092","-"
"H10","psapsgpl","sgpl wt","kid unc05","Sample","8.5","42.6%","8152","22","8130","-"
"H11","psapsgpl","psap snp","kid unc06","Sample","158.2","9.8%","8077","394","7683","-"
"H11","psapsgpl","psap wt","kid unc06","Sample","151.6","10%","8076","378","7698","-"
"H11","psapsgpl","sgpl snp","kid unc06","Sample","9.8","39.9%","8064","25","8039","-"
"H11","psapsgpl","sgpl wt","kid unc06","Sample","7.9","44.8%","8055","20","8035","-"
"H12","psapsgpl","psap snp","kid unc07","Sample","1108.3","3.9%","7202","2168","5034","-"
"H12","psapsgpl","psap wt","kid unc07","Sample","933.3","4.3%","6952","1810","5142","-"
"H12","psapsgpl","sgpl snp","kid unc07","Sample","16.7","29.8%","8166","44","8122","-"
"H12","psapsgpl","sgpl wt","kid unc07","Sample","18.5","29.8%","7395","44","7351","-"
