sep=,
"","Reaction Mix","Target","Sample/NTC/Control","Type","Concentration (copies/µL)","CI (95%)","Partitions (valid)","Partitions (positive)","Partitions (negative)","Threshold"
"G1","psapsgpl","psap snp","ob epb01","Sample","865.2","4.1%","8247","1986","6261","-"
"G1","psapsgpl","psap wt","ob epb01","Sample","714.0","4.5%","8246","1677","6569","-"
"G1","psapsgpl","sgpl snp","ob epb01","Sample","19.1","27.9%","8243","50","8193","-"
"G1","psapsgpl","sgpl wt","ob epb01","Sample","22.9","25.4%","8245","60","8185","-"
"G2","psapsgpl","psap snp","ob epb02","Sample","760.9","4.4%","8257","1742","6515","-"
"G2","psapsgpl","psap wt","ob epb02","Sample","613.1","4.9%","8257","1435","6822","-"
"G2","psapsgpl","sgpl snp","ob epb02","Sample","18.8","28.6%","8223","48","8175","-"
"G2","psapsgpl","sgpl wt","ob epb02","Sample","26.6","23.9%","8252","68","8184","-"
"G3","psapsgpl","psap snp","ob epb04","Sample","978.1","3.9%","8249","2152","6097","-"
"G3","psapsgpl","psap wt","ob epb04","Sample","887.1","4.1%","8249","1978","6271","-"
"G3","psapsgpl","sgpl snp","ob epb04","Sample","18.1","29.1%","8248","46","8202","-"
"G3","psapsgpl","sgpl wt","ob epb04","Sample","26.0","24.2%","8245","66","8179","-"
"G4","psapsgpl","psap snp","ob epb05","Sample","2325.8","2.5%","8253","4231","4022","-"
"G4","psapsgpl","psap wt","ob epb05","Sample","1979.4","2.8%","8252","3776","4476","-"
"G4","psapsgpl","sgpl snp","ob epb05","Sample","43.1","18.8%","8241","109","8132","-"
"G4","psapsgpl","sgpl wt","ob epb05","Sample","57.0","16.3%","8253","144","8109","-"
"G5","psapsgpl","psap snp","ob epb06","Sample","1234.3","3.5%","8254","2593","5661","-"
"G5","psapsgpl","psap wt","ob epb06","Sample","1069.3","3.8%","8253","2300","5953","-"
"G5","psapsgpl","sgpl snp","ob epb06","Sample","32.3","21.9%","8251","81","8170","-"
"G5","psapsgpl","sgpl wt","ob epb06","Sample","36.7","20.5%","8248","92","8156","-"
"G6","psapsgpl","psap snp","ob unc01","Sample","1714.3","3%","8263","3359","4904","-"
"G6","psapsgpl","psap wt","ob unc01","Sample","1405.8","3.3%","8262","2876","5386","-"
"G6","psapsgpl","sgpl snp","ob unc01","Sample","37.2","20.4%","8257","93","8164","-"
"G6","psapsgpl","sgpl wt","ob unc01","Sample","54.5","16.8%","8264","136","8128","-"
"G7","psapsgpl","psap snp","ob unc03","Sample","1737.0","3%","8261","3372","4889","-"
"G7","psapsgpl","psap wt","ob unc03","Sample","1431.2","3.3%","8261","2899","5362","-"
"G7","psapsgpl","sgpl snp","ob unc03","Sample","35.5","21%","8254","88","8166","-"
"G7","psapsgpl","sgpl wt","ob unc03","Sample","56.6","16.6%","8262","140","8122","-"
"G8","psapsgpl","psap snp","ob unc05","Sample","1081.8","3.7%","8250","2337","5913","-"
"G8","psapsgpl","psap wt","ob unc05","Sample","947.8","4%","8250","2088","6162","-"
"G8","psapsgpl","sgpl snp","ob unc05","Sample","22.6","26.2%","8220","57","8163","-"
"G8","psapsgpl","sgpl wt","ob unc05","Sample","25.0","24.9%","8233","63","8170","-"
"G9","psapsgpl","psap snp","ob unc06","Sample","555.3","5.2%","8240","1304","6936","-"
"G9","psapsgpl","psap wt","ob unc06","Sample","339.0","7.4%","6661","665","5996","-"
"G9","psapsgpl","sgpl snp","ob unc06","Sample","8.2","43.7%","8233","21","8212","-"
"G9","psapsgpl","sgpl wt","ob unc06","Sample","14.5","32.6%","8241","37","8204","-"
"G10","psapsgpl","psap snp","ob unc08","Sample","4394.0","1.9%","8251","6118","2133","-"
"G10","psapsgpl","psap wt","ob unc08","Sample","3673.6","2.3%","6591","4464","2127","-"
"G10","psapsgpl","sgpl snp","ob unc08","Sample","98.8","12.4%","8245","247","7998","-"
"G10","psapsgpl","sgpl wt","ob unc08","Sample","85.7","13.3%","8252","215","8037","-"
"G11","psapsgpl","psap snp","ob unc09","Sample","2685.3","2.4%","8255","4655","3600","-"
"G11","psapsgpl","psap wt","ob unc09","Sample","2392.5","2.5%","8251","4312","3939","-"
"G11","psapsgpl","sgpl snp","ob unc09","Sample","56.2","16.4%","8253","142","8111","-"
"G11","psapsgpl","sgpl wt","ob unc09","Sample","69.7","14.7%","8255","176","8079","-"
"G12","psapsgpl","psap snp","ob unc10","Sample","0.0","-","8242","0","8242","-"
"G12","psapsgpl","psap wt","ob unc10","Sample","8.9","41.7%","8233","23","8210","-"
"G12","psapsgpl","sgpl snp","ob unc10","Sample","0.385","274.4%","8242","1","8241","-"
"G12","psapsgpl","sgpl wt","ob unc10","Sample","0.0","-","8242","0","8242","-"
"H1","psapsgpl","psap snp","ob epb01","Sample","735.3","4.4%","8224","1756","6468","-"
"H1","psapsgpl","psap wt","ob epb01","Sample","648.1","4.7%","8223","1569","6654","-"
"H1","psapsgpl","sgpl snp","ob epb01","Sample","16.1","30.1%","8222","43","8179","-"
"H1","psapsgpl","sgpl wt","ob epb01","Sample","20.9","26.3%","8221","56","8165","-"
"H2","psapsgpl","psap snp","ob epb02","Sample","725.2","4.5%","8235","1726","6509","-"
"H2","psapsgpl","psap wt","ob epb02","Sample","615.1","4.8%","8233","1489","6744","-"
"H2","psapsgpl","sgpl snp","ob epb02","Sample","18.0","28.6%","8229","48","8181","-"
"H2","psapsgpl","sgpl wt","ob epb02","Sample","28.6","22.6%","8233","76","8157","-"
"H3","psapsgpl","psap snp","ob epb04","Sample","980.7","3.9%","8235","2209","6026","-"
"H3","psapsgpl","psap wt","ob epb04","Sample","816.3","4.2%","8230","1884","6346","-"
"H3","psapsgpl","sgpl snp","ob epb04","Sample","19.3","27.9%","8181","50","8131","-"
"H3","psapsgpl","sgpl wt","ob epb04","Sample","20.7","26.9%","8232","54","8178","-"
"H4","psapsgpl","psap snp","ob epb05","Sample","1493.9","3.1%","8239","3137","5102","-"
"H4","psapsgpl","psap wt","ob epb05","Sample","1370.7","3.3%","8238","2931","5307","-"
"H4","psapsgpl","sgpl snp","ob epb05","Sample","34.6","20.6%","8237","91","8146","-"
"H4","psapsgpl","sgpl wt","ob epb05","Sample","47.7","17.5%","8239","125","8114","-"
"H5","psapsgpl","psap snp","ob epb06","Sample","1041.3","3.7%","8234","2331","5903","-"
"H5","psapsgpl","psap wt","ob epb06","Sample","912.4","4%","8231","2082","6149","-"
"H5","psapsgpl","sgpl snp","ob epb06","Sample","22.5","25.7%","8230","59","8171","-"
"H5","psapsgpl","sgpl wt","ob epb06","Sample","32.5","21.3%","8226","85","8141","-"
"H6","psapsgpl","psap snp","ob unc01","Sample","1738.7","2.9%","8246","3506","4740","-"
"H6","psapsgpl","psap wt","ob unc01","Sample","1445.1","3.2%","8242","3040","5202","-"
"H6","psapsgpl","sgpl snp","ob unc01","Sample","43.7","18.3%","8244","114","8130","-"
"H6","psapsgpl","sgpl wt","ob unc01","Sample","59.6","15.7%","8245","155","8090","-"
"H7","psapsgpl","psap snp","ob unc03","Sample","2016.2","2.7%","8244","3906","4338","-"
"H7","psapsgpl","psap wt","ob unc03","Sample","1752.8","2.9%","8243","3526","4717","-"
"H7","psapsgpl","sgpl snp","ob unc03","Sample","41.4","18.9%","8243","108","8135","-"
"H7","psapsgpl","sgpl wt","ob unc03","Sample","60.0","15.6%","8245","156","8089","-"
"H8","psapsgpl","psap snp","ob unc05","Sample","1011.2","3.8%","8252","2286","5966","-"
"H8","psapsgpl","psap wt","ob unc05","Sample","884.2","4.1%","8252","2038","6214","-"
"H8","psapsgpl","sgpl snp","ob unc05","Sample","18.2","28.6%","8250","48","8202","-"
"H8","psapsgpl","sgpl wt","ob unc05","Sample","27.7","23.1%","8246","73","8173","-"
"H9","psapsgpl","psap snp","ob unc06","Sample","664.2","4.7%","8237","1586","6651","-"
"H9","psapsgpl","psap wt","ob unc06","Sample","547.9","5.1%","8236","1332","6904","-"
"H9","psapsgpl","sgpl snp","ob unc06","Sample","14.0","32.6%","8235","37","8198","-"
"H9","psapsgpl","sgpl wt","ob unc06","Sample","16.6","29.9%","8238","44","8194","-"
"H10","psapsgpl","psap snp","ob unc08","Sample","4320.4","1.9%","8050","6006","2044","-"
"H10","psapsgpl","psap wt","ob unc08","Sample","3902.1","2%","8046","5713","2333","-"
"H10","psapsgpl","sgpl snp","ob unc08","Sample","74.8","14.2%","8011","188","7823","-"
"H10","psapsgpl","sgpl wt","ob unc08","Sample","107.5","11.8%","8050","270","7780","-"
"H11","psapsgpl","psap snp","ob unc09","Sample","0.0","-","8228","0","8228","-"
"H11","psapsgpl","psap wt","ob unc09","Sample","0.0","-","8230","0","8230","-"
"H11","psapsgpl","sgpl snp","ob unc09","Sample","0.0","-","8230","0","8230","-"
"H11","psapsgpl","sgpl wt","ob unc09","Sample","0.0","-","8230","0","8230","-"
"H12","psapsgpl","psap snp","ob unc10","Sample","5.1","56.3%","7885","13","7872","-"
"H12","psapsgpl","psap wt","ob unc10","Sample","0.0","-","7891","0","7891","-"
"H12","psapsgpl","sgpl snp","ob unc10","Sample","0.392","274.4%","7889","1","7888","-"
"H12","psapsgpl","sgpl wt","ob unc10","Sample","0.0","-","7892","0","7892","-"
